universal-id,nces-id,state-id,name,school-summary,type,level-codes,level,street,city,state,fipscounty,zip,phone,fax,county,lat,lon,district-name,district-id,web-site,overview-url
1802127,00423784,C190,St Mary Elementary School,"St Mary Elementary School, a private school located in Alexandria, IN, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",820 West Madison Street,Alexandria,IN,18095.0,46001,(765) 724-4459,(765) 724-9711,Madison County,40.267387,-85.686142,,0,http://www.stmaryalex.net/,https://www.greatschools.org/indiana/alexandria/2127-St-Mary-Elementary-School/
1800029,180012000009,5069,Alexandria-Monroe Elementary,"Alexandria-Monroe Elementary, a public school located in Alexandria, IN, serves grades 7-12 in the Alexandria Com School Corp.",public,"m,h","7,8,9,10,11,12",800 North Central Avenue,Alexandria,IN,18095.0,46001,(765) 724-7788,(765) 724-5054,Madison County,40.269627,-85.681648,Alexandria Com School Corp,20,http://alex.k12.in.us/,https://www.greatschools.org/indiana/alexandria/29-Alexandria-Monroe-Elementary/
1800030,180012000010,5065,Alexandria-Monroe Intermediate,"Alexandria-Monroe Intermediate, a public school located in Alexandria, IN, serves grades PK-6 in the Alexandria Com School Corp.",public,"p,e","PK,KG,1,2,3,4,5,6",308 West 11th Street,Alexandria,IN,18095.0,46001,(765) 724-4166,(765) 724-5045,Madison County,40.249706,-85.677422,Alexandria Com School Corp,20,http://alex.k12.in.us/,https://www.greatschools.org/indiana/alexandria/30-Alexandria-Monroe-Intermediate/
1800031,180012000011,5041,Alexandria-Monroe High School,"Alexandria-Monroe High School, a public school located in Alexandria, IN, serves grades 7-12 in the Alexandria Com School Corp.",public,"m,h","7,8,9,10,11,12",1 Burden Court,Alexandria,IN,18095.0,46001,(765) 724-4413,(765) 724-5041,Madison County,40.25206,-85.678329,Alexandria Com School Corp,20,http://alex.k12.in.us/,https://www.greatschools.org/indiana/alexandria/31-Alexandria-Monroe-High-School/
1803475,,C192,Alexandria Christian Academy,"Alexandria Christian Academy, a private school located in Alexandria, IN, serves grades PK-12 in the .",private,"p,e,m,h","PK,KG,1,2,3,4,5,6,7,8,9,10,11,12",218 N Harrison Street,Alexandria,IN,18095.0,46001,(765) 724-2974,(765) 724-3033,Madison,40.2514,-85.6605,,0,,https://www.greatschools.org/indiana/alexandria/3475-Alexandria-Christian-Academy/
1802275,00426796,C215,Cross Street Christian School,"Cross Street Christian School, a private school located in Anderson, IN, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",2318 West Cross Street,Anderson,IN,18095.0,46011,(765) 649-4141,(765) 649-5953,Madison County,40.136028,-85.706955,,0,,https://www.greatschools.org/indiana/anderson/2275-Cross-Street-Christian-School/
1802885,180015001847,5142,Anderson Elementary School,"Anderson Elementary School, a public school located in Anderson, IN, serves grades K-4 in the Anderson Community School Corp.",public,e,"KG,1,2,3,4",2035 Raible Avenue,Anderson,IN,18095.0,46011,(765) 641-2092,(765) 641-2110,Madison County,40.09576,-85.713783,Anderson Community School Corp,23,http://es.acsc.schooldesk.net/Anderson/tabid/59682/Default.aspx,https://www.greatschools.org/indiana/anderson/2885-Anderson-Elementary-School/
1803191,,C217,Calvary Academy,"Calvary Academy, a private school located in Anderson, IN, serves grades PK-12 in the .",private,"p,e,m,h","PK,KG,1,2,3,4,5,6,7,8,9,10,11,12",2700 West 38th Street,Anderson,IN,18095.0,46011,(765) 643-9860,,Madison,40.076015,-85.714005,,0,,https://www.greatschools.org/indiana/anderson/3191-Calvary-Academy/
1800037,180015000020,4953,Edgewood Elementary School,"Edgewood Elementary School, a public school located in Anderson, IN, serves grades K-4 in the Anderson Community School Corp.",public,e,"KG,1,2,3,4",3525 Winding Way,Anderson,IN,18095.0,46011,(765) 641-2119,(765) 683-3002,Madison County,40.107491,-85.733406,Anderson Community School Corp,23,http://www.acsc.net/,https://www.greatschools.org/indiana/anderson/37-Edgewood-Elementary-School/
1808465,180015002623,4906,COMPASS Alternative School,"COMPASS Alternative School, a public school located in Anderson, IN, serves grades 6-10 in the Anderson Community School Corp.",public,"m,h","6,7,8,9,10",2010 Brentwood Drive,Anderson,IN,18095.0,46011,(765) 641-6571,,Madison County,40.095993,-85.715759,Anderson Community School Corp,23,,https://www.greatschools.org/indiana/anderson/8465-COMPASS-Alternative-School/
1802719,K9302278,C195,Park Place Church Of God Children's Center,"Park Place Church Of God Children's Center, a private school located in Anderson, IN, serves grades K in the .",private,e,KG,501 College Drive,Anderson,IN,18095.0,46012,(765) 642-3335,,Madison,40.111404,-85.667618,,0,,https://www.greatschools.org/indiana/anderson/2719-Park-Place-Church-Of-God-Childrens-Center/
1803187,180015002109,5102,Eastside Elementary School,"Eastside Elementary School, a public school located in Anderson, IN, serves grades K-4 in the Anderson Community School Corp.",public,e,"KG,1,2,3,4",844 North Scatterfield Road,Anderson,IN,18095.0,46012,(765) 641-2101,(765) 641-2118,Madison County,40.142445,-85.664993,Anderson Community School Corp,23,,https://www.greatschools.org/indiana/anderson/3187-Eastside-Elementary-School/
1803189,A9501753,C175,Indiana Christian Academy,"Indiana Christian Academy, a private school located in Anderson, IN, serves grades PK-12 in the .",private,"p,e,m,h","PK,TK,KG,1,2,3,4,5,6,7,8,9,10,11,12",432 West 300 North,Anderson,IN,18095.0,46012,(765) 643-7884,,Madison County,40.150265,-85.680099,,0,indianachristianacademy.org,https://www.greatschools.org/indiana/anderson/3189-Indiana-Christian-Academy/
1803192,,C226,Liberty Christian Elementary,"Liberty Christian Elementary, a private school located in Anderson, IN, serves grades PK-6 in the .",private,"p,e","PK,KG,1,2,3,4,5,6",2025 Hillcrest Dr,Anderson,IN,18095.0,46012,(765) 644-7773,(765) 644-7778,Madison,40.10424,-85.654488,,0,,https://www.greatschools.org/indiana/anderson/3192-Liberty-Christian-Elementary/
1804755,180015002483,5076,Highland Jr High School,"Highland Jr High School, a public school located in Anderson, IN, serves grades 7-8 in the Anderson Community School Corp.",public,m,"7,8",2108 East 200 North,Anderson,IN,18095.0,46012,(765) 641-2059,(765) 641-2064,Madison County,40.136898,-85.630318,Anderson Community School Corp,23,,https://www.greatschools.org/indiana/anderson/4755-Highland-Jr-High-School/
1800051,180015000041,4977,Tenth Street Elementary School,"Tenth Street Elementary School, a public school located in Anderson, IN, serves grades K-4 in the Anderson Community School Corp.",public,e,"KG,1,2,3,4",3124 East 10th Street,Anderson,IN,18095.0,46012,(765) 641-2103,(765) 641-2167,Madison County,40.106625,-85.636208,Anderson Community School Corp,23,http://www.acsc.net/10th/,https://www.greatschools.org/indiana/anderson/51-Tenth-Street-Elementary-School/
1808718,180015002682,4967,Anderson Intermediate School,"Anderson Intermediate School, a public school located in Anderson, IN, serves grades 5-6 in the Anderson Community School Corp.",public,e,"5,6",2300 Lindberg Road,Anderson,IN,18095.0,46012,(765) 641-2047,,Madison County,40.121693,-85.651367,Anderson Community School Corp,23,,https://www.greatschools.org/indiana/anderson/8718-Anderson-Intermediate-School/
1802295,01901365,C250,Anderson Christian School,"Anderson Christian School, a private school located in Anderson, IN, serves grades PK-12 in the .",private,"p,e,m,h","PK,TK,KG,1,2,3,4,5,6,7,8,9,10,11,12",5401 Madison Avenue,Anderson,IN,18095.0,46013,(765) 649-0123,(765) 646-6347,Madison County,40.059933,-85.693321,,0,http://www.acs-soldiers.com/,https://www.greatschools.org/indiana/anderson/2295-Anderson-Christian-School/
1803188,180015002110,5146,Erskine Elementary School,"Erskine Elementary School, a public school located in Anderson, IN, serves grades K-4 in the Anderson Community School Corp.",public,e,"KG,1,2,3,4",811 West 60th Street,Anderson,IN,18095.0,46013,(765) 641-2099,(765) 641-2100,Madison County,40.052811,-85.69043,Anderson Community School Corp,23,http://es.acsc.schooldesk.net/Schools/ACSCElementarySchools/ErskineElementary/tabid/59685/Default.aspx,https://www.greatschools.org/indiana/anderson/3188-Erskine-Elementary-School/
1800042,180015000029,4945,Anderson High School,"Anderson High School, a public school located in Anderson, IN, serves grades 9-12 in the Anderson Community School Corp.",public,h,"9,10,11,12",4610 Madison Avenue,Anderson,IN,18095.0,46013,(765) 641-2037,(765) 641-2041,Madison County,40.066311,-85.690674,Anderson Community School Corp,23,ahs.acsc.schooldesk.net,https://www.greatschools.org/indiana/anderson/42-Anderson-High-School/
1802126,00423773,C205,Holy Cross School,"Holy Cross School, a private school located in Anderson, IN, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",1115 Pearl Street,Anderson,IN,18095.0,46016,(765) 642-1848,(765) 643-6470,Madison County,40.104801,-85.674873,,0,http://www.st.ambrosechurch.com,https://www.greatschools.org/indiana/anderson/2126-Saint-Ambrose-School/
